index,;longitude;latitude;f1;f2;f3;f4;f5;f6;t1
11686;14,35;52,46;38;1419;1226;397;2,2188;411;68800
11687;14,37;52,43;22;6114;2983;1163;5,2533;1211;269100
11688;14,46;52,28;35;1150;741;178;5,741;185;220600
11689;14,57;52,31;25;2345;2860;862;1,4497;852;205600
11690;14,38;52,28;35;2133;1473;402;4,4211;413;215200
11691;14,39;52,28;28;1057;288;130;3,0526;249;146900
11692;14,39;52,38;10;714;381;119;0,8926;131;116100
11693;14,39;52,39;24;3756;1586;739;3,8571;681;90100
11694;14,34;52,37;12;2924;1193;394;6,2475;433;331300
11695;14,09;52,61;12;512;767;149;2,2667;144;72900
11696;14,08;52,61;36;3541;1478;529;4,635;570;248600
11697;14,45;52,25;44;2003;1291;392;4,0625;390;201100
11698;14,65;52,25;34;1723;617;252;6,7501;279;400000
11699;14,39;52,31;18;3507;1224;676;5,0524;711;269800
11700;14,44;52,66;37;3642;1508;657;3,5231;684;114300
11701;14,43;52,33;13;4175;2257;1271;3,1446;1321;177100
11702;14,3;52,33;5;15502;7417;2358;5,9094;2613;261100
11703;14,29;52,33;30;2453;1753;506;2,9803;544;191500
11704;14,31;52,34;13;3730;1335;603;4,1667;761;227100
11705;14,12;52,62;7;3686;1612;672;3,197;733;367100
11706;14,18;52,33;33;2918;1365;478;4,8787;494;127700
11707;14,19;52,32;13;9947;4071;1582;5,422;1675;316600
11708;14,24;52,34;41;1377;1142;272;3,1724;293;141600
11709;14,23;52,35;35;1805;1505;366;4,1667;387;151900
11710;14,22;52,36;23;1627;1279;289;4,6467;318;185100
11711;14,21;52,34;42;1602;705;255;5,7398;262;336400
11712;14,21;52,35;37;1635;1027;408;3,5905;427;264700
11713;14,19;52,35;16;4084;2033;668;3,2405;812;85500
11714;14,25;52,35;44;743;434;162;2,5819;155;209600
11715;14,26;52,35;34;786;1239;320;2,3438;341;152100
11716;14,28;52,42;42;2564;913;414;9,2225;460;500001
11717;14,29;52,41;9;2568;1149;398;5,4287;421;331600
11718;14,27;52,41;17;976;511;175;3,6641;202;80800
11719;14,29;52,42;48;3421;1441;727;1,9485;734;86600
11720;14,53;52,37;36;759;372;135;4,9886;136;328900
11721;14,5;52,25;42;1253;492;224;7,7112;225;386700
11722;14,37;52,27;27;8103;5023;1605;4,6452;1655;236200
11723;14,37;52,29;18;391;247;71;4,3864;71;179500
11724;14,5;52,24;40;2085;796;339;5,5357;329;273700
11725;14,36;52,29;17;3889;2415;739;4,5;748;234300
11726;14,31;52,35;29;1875;816;350;5,4351;340;336500
11727;14,39;52,29;23;3499;1480;634;3,86;722;300000
11728;14,35;52,3;36;1697;1379;434;1,2746;550;129700
11729;14,34;52,3;50;683;459;195;1,8162;189;70000
11730;14,34;52,31;17;6592;4459;1463;3,0347;1525;254500
11731;14,33;52,45;41;2956;1212;645;3,4583;700;421900
11732;14,37;52,47;41;1158;1209;336;2,7813;396;129200
11733;14,36;52,47;14;2647;1487;488;4,4519;515;227900
11734;14,37;52,46;15;5266;2147;885;2,8036;1031;110100
11735;14,43;52,55;27;1513;1346;323;2,7411;342;59800
11736;14,39;52,58;20;2850;1855;662;2,809;737;144600
11737;14,55;52,38;25;1789;1134;396;2,32;536;91300
11738;14,54;52,38;42;1713;1349;427;3,2596;416;191800
11739;14,6;52,57;37;1893;911;324;4,8036;365;295300
11740;14,58;52,44;36;1590;1311;390;1,6786;367;52900
11741;14,18;52,51;18;1920;890;323;5,159;333;144800
11742;14,19;52,52;26;1922;1148;332;2,6058;339;92200
11743;14,16;52,51;14;1527;1224;363;2,7361;357;93600
11744;14,17;52,5;48;1427;693;268;5,7405;253;351600
11745;14,15;52,53;45;1718;757;329;4,05;293;284900
11746;14,11;52,5;11;8997;1825;756;3,23;1698;154300
11747;14,14;52,47;33;1485;1006;258;5,1708;274;158500
11748;14,13;52,46;38;2163;1759;584;2,3382;651;297500
11749;14,27;52,62;32;1713;891;286;3,1429;321;171600
11750;14,58;52,47;35;782;499;163;4,2062;153;161300
11751;14,57;52,54;22;2756;1849;486;4,1837;516;125400
11752;14,61;52,5;17;5678;3182;1135;3,7388;1116;122000
11753;14,6;52,51;32;1149;499;208;3,6587;187;154600
11754;14,63;52,49;34;3203;2072;691;4,225;653;198400
11755;14,12;52,47;20;2625;1184;606;3,9167;673;285200
11756;14,2;52,55;26;3611;2089;540;5,1615;563;276200
11757;14,21;52,55;10;5509;3002;959;5,5981;969;220100
11758;14,27;52,38;32;2017;855;346;3,5833;359;92800
11759;14,26;52,38;9;521;491;110;5,1305;111;158900
11760;14,2;52,45;33;1465;731;266;3,9464;262;230300
11761;14,27;52,39;48;1778;1237;462;1,3438;541;103100
11762;14,34;52,41;33;390;435;193;1,1979;199;350000
11763;14,26;52,4;35;2237;1794;543;2,2961;592;207700
11764;14,38;52,62;35;1558;793;249;5,1463;267;220200
11765;14,53;52,51;14;5147;3171;1126;3,9929;1182;225800
11766;14,45;52,36;26;1776;992;380;2,8056;361;82800
11767;14,45;52,37;24;1494;814;459;2,1074;494;181300
11768;14,48;52,34;35;2012;818;352;5,2818;346;331000
11769;14,38;52,48;29;1961;1002;569;2,2813;565;118100
11770;14,11;52,4;40;2945;2858;690;3,2368;725;136900
11771;14,18;52,48;14;1508;1679;345;2,4786;347;56000
11772;14,35;52,42;21;2294;1306;430;3,0347;478;227200
11773;14,39;52,43;17;1671;729;252;6,1023;352;450000
11774;14,39;52,42;8;32054;15507;5050;6,0191;5290;253900
11775;14,08;52,63;41;1463;601;267;5,3777;267;500001
11776;14,09;52,62;19;1085;1009;305;3,9091;288;276000
11777;14,27;52,48;31;2023;1073;436;1,5714;469;56100
11778;14,57;52,53;36;2796;4033;944;2,4886;1041;160700
11779;14,55;52,59;27;2447;2104;657;3,449;720;239100
11780;14,54;52,59;19;2310;1341;441;3,225;471;166900
11781;14,37;52,42;46;2477;1034;455;5,5;458;289700
11782;14,36;52,43;15;1309;1330;424;3,4417;477;182500
11783;14,36;52,41;29;3559;1658;965;3,2643;1034;163900
11784;14,28;52,46;14;3789;2551;793;2,9321;810;144200
11785;14,28;52,51;22;4232;2408;660;6,6539;624;284900
11786;14,26;52,54;27;2674;1176;416;5,0294;419;280200
11787;14,11;52,48;18;4393;2095;677;5,4786;642;223500
11788;14,63;52,58;42;990;1167;281;1,4524;289;126800
11789;14,18;52,56;18;942;424;174;2,0673;193;87500
11790;14,19;52,55;49;1638;1500;430;2,6923;456;150000
11791;14,17;52,56;36;1710;861;300;2,8828;320;131100
11792;14,17;52,57;23;4095;1766;589;6,7418;578;302500
11793;14,16;52,56;14;4412;2698;891;4,7027;924;227600
11794;14,62;52,58;45;3595;1686;607;4,73;619;201000
11795;14,12;52,56;2;11965;4436;1296;5,285;1802;191700
11796;14,56;52,62;45;2397;1569;471;4,21;488;167900
11797;14,23;52,4;8;831;404;224;3,375;231;350000
11798;14,12;52,58;19;3203;1761;667;4,0911;708;239700
11799;14,19;52,58;13;2692;1302;420;4;470;167400
11800;14,21;52,53;12;1958;875;354;2,3507;369;97600
11801;14,21;52,54;5;2697;1633;580;3,4456;639;165800
11802;14,19;52,54;23;2145;1360;404;4,2054;379;150700
11803;14,19;52,53;17;2719;1386;570;3,7337;589;208200
11804;14,23;52,53;23;4960;1929;586;10,9052;592;500001
11805;14,25;52,59;31;2149;966;302;3,875;465;183900
11806;14,46;52,63;19;2495;1571;579;2,5833;635;159900
11807;14,37;52,6;17;4034;1158;560;8,2069;611;442500
11808;14,38;52,59;17;3499;1911;621;4,8894;621;191700
11809;14,1;52,54;46;1271;573;210;4,9312;236;240200
11810;14,12;52,4;16;5192;3261;1321;2,2685;1381;151900
11811;14,31;52,46;46;3659;4153;993;2,5211;1068;162900
11812;14,16;52,4;12;1790;1399;397;2,5388;379;59600
11813;14,28;52,4;47;2600;1149;465;5,0203;490;476300
11814;14,3;52,4;19;2901;1414;475;4,6406;445;118900
11815;14,16;52,53;44;2666;2297;726;1,676;;208800
11816;14,59;52,56;24;2622;1027;510;2,9222;525;242600
11817;14,47;52,43;9;1787;806;306;2,525;347;157200
11818;14,13;52,32;35;1391;726;317;2,6818;329;159400
11819;14,31;52,39;36;385;295;92;2,9706;94;147900
11820;14,32;52,38;23;10774;3895;1683;7,2905;1736;500001
11821;14,28;52,36;14;2368;796;301;8,7783;297;435000
11822;14,09;52,38;43;2118;1266;500;1,747;569;121000
11823;14,63;52,57;15;2460;962;320;7,3878;368;318300
11824;14,57;52,62;36;2447;1532;498;4,3667;503;171800
11825;14,59;52,6;24;4420;2981;975;3,506;996;226400
11826;14,52;52,63;52;1710;727;355;4,5833;350;333900
11827;14,59;52,61;36;1672;1173;337;4,5774;318;182100
11828;14,58;52,61;26;6777;3319;1061;6,3663;1051;279400
11829;14,52;52,64;15;2119;1079;374;2,3566;389;80400
11830;14,6;52,6;38;180;246;56;2,85;43;90000
11831;14,51;52,64;30;2943;1565;584;2,5313;;45800
11832;14,53;52,62;52;567;272;187;1,625;193;187500
11833;14,61;52,6;26;2435;1088;350;5,9397;346;249400
11834;14,55;52,44;52;1532;782;369;1,8911;408;85900
11835;14,58;52,45;5;12317;6291;2654;3,5732;2953;146900
11836;14,57;52,44;14;1946;1205;390;4,2109;463;171200
11837;14,55;52,43;38;1471;1207;335;4;329;165500
11838;14,56;52,44;17;1149;403;228;4,1652;266;241700
11839;14,58;52,57;37;1594;1003;323;3,3289;321;199700
11840;14,55;52,62;29;2756;1381;531;2,9625;551;237300
11841;14,54;52,62;39;1995;867;567;4,0795;634;400000
11842;14,49;52,64;11;2559;1309;668;4,1847;694;167300
11843;14,51;52,63;10;5121;2568;758;5,2447;763;148100
11844;14,49;52,65;16;919;912;249;1,5903;253;165400
11845;14,08;52,62;23;6157;2817;1073;5,0629;1129;232600
11846;14,43;52,54;15;3333;1371;737;2,9083;808;122400
11847;14,13;52,57;2;17978;7305;2463;5,1695;3217;220800
11848;14,31;52,54;39;2569;2601;630;2,0754;688;101400
11849;14,3;52,53;13;13182;4847;1950;5,6417;2074;352900
11850;14,27;52,53;50;1515;852;297;1,9955;294;54200
11851;14,26;52,48;17;2807;996;353;5,5357;376;167700
11852;14,26;52,5;28;1119;739;323;2,5903;334;125000
11853;14,27;52,5;25;4026;1850;709;4,1483;791;181200
11854;14,32;52,49;31;6555;2962;1464;2,8903;1571;324200
11855;14,34;52,34;31;2862;2467;600;2,3125;606;62100
11856;14,44;52,49;45;1183;900;266;2,4943;289;99600
11857;14,38;52,37;46;1267;792;321;2,525;324;165900
11858;14,61;52,51;33;32;96;36;4,5938;18;112500
11859;14,61;52,55;32;4491;1696;749;4,9102;815;319100
11860;14,62;52,5;32;1347;825;303;1,8269;444;225000
11861;14,52;52,62;12;1875;806;283;3,9185;307;195200
11862;14,22;52,26;18;2741;1507;460;4,7566;449;142500
11863;14,07;52,64;31;1673;1734;400;2,0833;382;48300
11864;14,1;52,67;52;3939;1737;797;4,5052;852;500001
11865;14,09;52,67;32;1078;555;197;3,1856;207;186900
11866;14,5;52,63;14;2744;1153;474;2,753;555;111100
11867;14,48;52,63;21;6203;2494;800;7,7201;798;362700
11868;14,49;52,58;30;2268;1197;372;7,0813;404;485300
11869;14,11;52,64;11;1720;850;326;3,2027;345;128600
11870;14,1;52,62;25;2795;1650;569;3,0078;596;87100
11871;14,11;52,59;25;1106;888;216;5,3307;207;207000
11872;14,15;52,61;34;2447;1077;456;3,058;503;133000
11873;14,15;52,62;6;4405;2071;688;5,8151;717;295600
11874;14,13;52,62;34;1703;849;359;3,1607;395;138200
11875;14,1;52,66;28;5221;5840;2374;1,8829;2530;300000
11876;14,11;52,62;16;4636;2341;825;4,4261;908;304700
11877;14,09;52,6;28;950;1485;345;1,9271;357;136400
11878;14,08;52,6;22;4443;1573;496;10,0285;560;500001
11879;14,12;52,66;34;2677;933;410;6,1444;411;500001
11880;14,34;52,56;17;2772;1501;584;2,6275;576;142100
11881;14,16;52,52;23;1419;706;269;3,1875;261;110200
11882;14,19;52,43;22;2914;2962;762;2,2031;768;164000
11883;14,46;52,29;34;3547;1187;500;7,139;523;424000
11884;14,47;52,46;31;1606;1049;335;2,1935;354;72700
11885;14,26;52,46;32;1955;804;317;4,9485;313;202300
11886;14,09;52,57;14;3414;1236;632;3,7635;802;336200
11887;14,14;52,49;27;1608;2031;498;2,3384;503;121000
11888;14,14;52,48;29;2051;915;343;3,1944;351;106800
11889;14,43;52,31;25;2851;3744;906;2,0675;968;116700
11890;14,42;52,33;42;1150;708;204;3,6875;215;171500
11891;14,41;52,39;32;1393;1282;336;1,5069;343;43700
11892;14,42;52,36;24;2046;812;367;2,3182;442;500001
11893;14,5;52,57;35;2624;3548;1008;2,0132;1116;198400
11894;14,46;52,34;19;1616;187;80;3,7857;324;78600
11895;14,12;52,53;33;1921;1492;393;4,375;397;150500
11896;14,17;52,33;19;4108;2971;1006;1,9893;1101;112500
11897;14,16;52,32;52;1319;898;271;2,7727;295;128600
11898;14,15;52,33;23;2512;3720;1118;1,7896;1203;322200
11899;14,26;52,27;36;1678;1645;543;2,2303;606;116700
11900;14,14;52,46;19;3170;1344;452;6,1183;444;221600
11901;14,12;52,46;16;2753;857;546;3,7422;576;229800
11902;14,16;52,47;29;1792;1650;396;2,2201;449;100000
11903;14,13;52,48;30;1737;1177;347;1,9875;381;56400
11904;14,09;52,46;27;7212;4828;1549;2,214;1606;82400
11905;14,08;52,47;30;2599;922;350;5,8382;366;330200
11906;14,17;52,47;43;1676;924;328;3,6;340;179400
11907;14,18;52,47;16;2793;1279;477;3,4667;476;160900
11908;14,15;52,48;33;4181;2049;834;4,3103;804;201600
11909;14,45;52,44;34;1328;795;227;4,4219;244;338100
11910;14,09;52,48;11;2050;1044;371;4,8281;382;137000
11911;14,36;52,32;28;941;588;180;2,3466;175;53400
11912;14,4;52,46;44;1151;518;258;2,0089;263;113600
11913;14,38;52,46;10;4355;2030;674;6,5571;716;500001
11914;14,46;52,4;18;3603;1549;756;4,0229;879;363100
11915;14,51;52,43;10;6331;3419;1110;3,7083;1181;154800
11916;14,56;52,47;16;1708;687;378;1,9485;391;155400
11917;14,42;52,42;38;949;578;187;2,3618;190;80000
11918;14,4;52,49;26;3345;1599;773;3,3516;818;241500
11919;14,41;52,49;17;2728;1670;893;1,077;908;115000
11920;14,48;52,5;27;2083;1462;479;2,6439;444;69100
11921;14,42;52,51;23;3814;1344;464;12,9792;485;500001
11922;14,33;52,52;36;2396;1064;398;4,7;421;223600
11923;14,52;52,54;49;1412;1200;332;2,0398;350;93600
11924;14,6;52,5;34;4039;2269;663;5,2305;694;205100
11925;14,5;52,58;33;2263;1626;457;3,5556;511;172800
11926;14,12;52,61;17;4576;1941;807;5,9572;814;443800
11927;14,2;52,66;12;2290;728;228;6,1561;319;233500
11928;14,41;52,62;29;227;112;41;6,4469;45;271400
11929;14,39;52,65;16;2950;1228;379;5,3749;387;346100
11930;14,32;52,59;34;1523;676;295;3,3621;311;377200
11931;14,37;52,54;6;2881;1432;504;4,0806;518;110200
11932;14,4;52,58;16;4922;2557;1088;2,0915;1211;168100
11933;14,37;52,57;9;3631;1881;628;4,7723;635;113100
11934;14,15;52,67;35;2114;2050;474;1,2375;506;50000
11935;14,3;52,65;15;4061;2884;734;3,3936;811;127000
11936;14,15;52,56;29;5765;3266;1131;2,7907;1170;113900
11937;14,42;52,43;52;1557;1580;434;2,3277;424;183700
11938;14,53;52,39;40;1723;976;209;9,8892;208;500001
11939;14,17;52,34;14;712;270;90;2,3958;131;102100
11940;14,32;52,57;32;1218;620;268;1,6528;331;58100
11941;14,09;52,51;29;2819;1683;608;2,3205;637;87600
11942;14,2;52,11;52;2245;1091;409;3,5909;425;331200
11943;14,12;51,92;13;7367;3193;983;5,3102;1042;195000
11944;14,2;52,14;35;2607;2016;618;1,75;685;82900
11945;14,56;51,98;30;2308;3034;691;2,3929;674;184400
11946;14,19;52,06;20;8561;4861;1450;4,7056;1411;165500
11947;14,43;52,21;52;102;35;33;2,25;23;175000
11948;14,43;52,2;52;1314;629;214;7,1669;170;500001
11949;14,1;52,22;36;1514;665;278;3,8571;258;235100
11950;14,08;52,19;23;2387;1008;415;5,8518;418;337900
11951;14,09;52,18;21;1616;688;384;4,2109;400;278800
11952;14,2;51,91;20;2673;1394;449;2,625;452;97400
11953;14,2;51,92;17;9559;5279;1844;5,1515;1911;318900
11954;14,23;51,93;29;2843;1517;573;2,6658;603;106900
11955;14,27;51,95;52;1220;488;265;3,7454;267;243800
11956;14,26;51,92;11;2204;1472;497;2,3693;518;127000
11957;14,27;51,93;15;2524;1374;467;3,3816;449;93800
11958;14,21;52,13;14;231;108;31;4,3897;36;71300
11959;14,2;52,09;18;1679;783;257;5,3999;271;300000
11960;14,56;52,16;52;3672;3062;764;2,6806;808;153000
11961;14,55;52,16;28;1347;713;225;4,0208;241;155700
11962;14,54;52,16;2;200;25;9;15,0001;20;350000
11963;14,57;52,17;39;1647;2176;479;1,7642;478;82900
11964;14,63;52,22;51;2399;1160;514;3,8456;516;318900
11965;14,58;52,16;29;874;788;222;1,9187;217;57700
11966;14,7;52,23;38;1839;685;276;4,5313;287;189400
11967;14,57;52,18;37;2412;975;375;4,0417;394;191100
11968;14,62;52,18;31;1465;1013;297;2,0363;303;53500
11969;14,61;52,2;17;4575;2054;737;6,0571;764;272400
11970;14,62;52,19;20;5467;2310;963;5,6986;1044;275800
11971;14,64;52,18;33;1897;888;385;2,1111;378;68700
11972;14,6;52,14;25;1905;865;253;6,4797;250;249000
11973;14,6;52,15;41;1598;807;282;5,5067;280;325000
11974;14,54;52,15;25;2019;888;326;3,2619;411;183800
11975;14,5;52,17;19;2897;860;367;13,1738;413;500001
11976;14,7;52,17;38;992;732;259;1,6196;;85100
11977;14,68;52,16;29;3590;1070;603;4,4464;772;500001
11978;14,68;52,17;35;1785;1033;297;4,5739;288;190500
11979;14,45;52,16;42;1720;1069;362;1,8611;382;60500
11980;14,43;52,16;30;1474;1844;464;2,551;459;160000
11981;14,49;52,09;7;77;64;15;4,6;12;187500
11982;14,48;52,09;37;2511;945;348;8,3924;354;500001
11983;14,47;52,11;25;2014;1160;362;1,881;402;52500
11984;14,48;52,1;36;6090;3081;1075;5,6629;1057;343600
11985;14,48;52,11;23;4052;1950;859;4,0647;955;240600
11986;14,49;52,15;12;1159;523;159;2,7232;209;123200
11987;14,47;52,15;34;2426;2116;631;2,0682;646;158300
11988;14,47;52,14;17;1728;897;284;3,4896;271;185900
11989;14,41;52,12;39;3162;1934;818;2,875;896;213500
11990;14,37;52,16;22;1298;1272;363;1,6488;358;117500
11991;14,36;52,16;50;2929;1931;574;3,3438;588;173600
11992;14,36;52,17;21;4056;1974;634;5,9024;637;221000
11993;14,63;52,08;24;1302;693;243;3,7917;;90500
11994;14,72;52,04;36;4385;1549;626;8,3935;620;470500
11995;14,69;52,21;36;2688;1064;449;4,4583;485;308600
11996;14,7;52,21;22;2486;709;523;2,9018;608;275000
11997;14,71;52,22;33;3557;2659;894;2,2883;894;86900
11998;14,71;52,24;24;7740;4333;1397;3,025;1539;87900
11999;14,71;52,09;35;1608;2140;488;3,1979;465;154700
12000;14,73;52,09;19;1465;646;345;4,712;342;289300
12001;14,72;52,09;8;2836;1163;512;3,13;522;168300
12002;14,74;52,09;22;2264;1056;403;3,6111;390;112300
12003;14,68;52,14;52;2376;939;519;3,1484;559;224100
12004;14,7;52,1;26;3135;1474;458;6,1949;480;243500
12005;14,68;52,13;25;1717;1343;471;0,799;542;51800
12006;14,74;52,08;31;1044;762;301;3,038;285;195300
12007;14,69;52,1;37;944;1107;235;1,9688;244;144100
12008;14,7;52,09;52;2616;582;313;3,275;483;500001
12009;14,75;52,08;40;961;509;182;2,06;199;85500
12010;14,69;52,11;35;1450;717;297;2,5074;325;66400
12011;14,71;52,1;34;1736;823;292;5,4042;297;241600
12012;14,68;52,19;18;3821;1430;568;6,9399;576;349600
12013;14,7;52,16;44;3514;1509;656;2,7333;714;100100
12014;14,7;52,18;29;4176;2092;741;2,595;779;104200
12015;14,7;52,2;21;3517;1687;655;3,1161;667;131600
12016;14,69;52,19;7;4842;2857;907;3,9318;935;133000
12017;14,69;52,18;39;1819;770;278;5,4088;291;457300
12018;14,11;51,92;4;2630;1150;422;4,25;502;104400
12019;14,24;52,21;23;3172;1467;559;4,6806;588;288900
12020;14,23;52,19;5;1585;510;181;6,9136;247;493300
12021;14,2;52,2;37;1645;1077;320;4,3203;308;159200
12022;14,4;52,02;40;1292;504;230;2,475;271;258300
12023;14,39;52,03;39;1986;1041;385;3,2333;427;135100
12024;14,33;52,01;40;543;259;89;2,2167;;193800
12025;14,56;52,19;8;3602;1959;580;5,3478;;138800
12026;14,65;52,22;34;1768;888;314;3,8088;303;87700
12027;14,68;52,18;35;1672;2106;519;1,2206;556;129200
12028;14,1;52,2;31;2558;1938;492;3,4875;487;117000
12029;14,69;52,17;24;3208;1986;662;1,5506;691;52300
12030;14,66;52,17;32;1619;1492;342;3,5;323;165100
12031;14,61;52,12;27;2169;905;319;7,7743;305;453100
12032;14,6;52,12;24;1562;696;347;3,5161;441;236400
12033;14,62;52,12;24;3071;1477;560;3,9219;544;222500
12034;14,69;51,93;31;2152;1259;420;2,2478;462;81100
12035;14,67;51,94;45;3803;1690;871;3,0476;970;456200
12036;14,67;51,92;14;679;306;113;6,4214;108;340600
12037;14,57;52,03;35;3247;1065;484;7,8426;525;500001
12038;14,27;52,22;27;2489;1082;443;5,8777;481;358800
12039;14,32;52,21;52;1475;736;260;3,6591;238;105100
12040;14,32;52,2;31;1238;605;331;2,8478;338;228100
12041;14,28;52,22;41;4374;2387;959;2,3611;1039;87900
12042;14,27;52,23;52;3565;1377;852;3,8068;892;500001
12043;14,09;52,13;23;1731;1210;341;1,3922;363;49500
12044;14,31;52,16;42;1162;1044;241;3,5488;264;205600
12045;14,17;52,06;25;4590;2723;1195;2,7118;1477;281700
12046;14,24;52,15;36;2169;1018;370;4,3906;359;231300
12047;14,16;51,88;43;1758;954;312;5,2606;347;198900
12048;14,15;51,88;14;2369;1546;464;3,7969;604;159400
12049;14,18;51,89;25;3223;1763;508;5,2887;524;183000
12050;14,08;52,15;24;6303;3728;1252;3,9227;1277;208600
12051;14,18;51,85;36;1949;909;325;5,1587;319;296600
12052;14,16;51,85;33;2189;1459;443;2,3958;497;94500
12053;14,17;51,84;14;5737;2731;983;4,4602;1008;134500
12054;14,17;51,86;11;1947;2104;486;1,7184;488;55200
12055;14,18;52,15;21;4383;2689;913;3,4375;901;218800
12056;14,61;52,14;37;1887;895;359;4,45;353;196600
12057;14,26;51,85;10;1604;540;190;3,7625;352;113200
12058;14,23;51,85;33;915;826;212;2,7708;225;117400
12059;14,65;52,12;8;4711;3310;988;3,5488;963;101600
12060;14,13;51,9;20;1319;486;196;2,0184;309;84900
12061;14,75;52,03;50;1842;817;341;3,1548;377;157700
12062;14,7;52,22;3;9217;3578;1272;5,0016;1522;189100
12063;14,71;52,05;20;1678;840;316;4,4342;307;160700
12064;14,61;52,19;36;2448;1268;450;2,5682;475;109100
12065;14,69;52,2;9;1122;662;284;2,0536;290;55000
12066;14,5;52,15;35;2027;879;402;4,692;428;330900
12067;14,52;52,1;16;2005;827;270;7,0546;266;282200
12068;14,53;52,1;38;1695;1279;305;2,1217;352;68500
12069;14,15;52,09;20;3442;1427;977;3,1985;1526;106300
12070;14,5;52,14;17;1885;771;301;5,6402;292;228600
12071;14,57;52,06;34;1513;545;211;5,5701;231;252800
12072;14,46;52,03;25;692;504;167;3,6897;146;101100
12073;14,56;52,08;18;4780;1886;1036;4,4674;1192;500001
12074;14,55;51,94;25;3652;1525;484;10,1248;470;428500
12075;14,53;52,18;16;259;131;38;3,125;53;62500
12076;14,58;51,95;36;1697;1274;396;3,35;394;163100
12077;14,36;52,03;32;2630;1069;491;2,4659;559;209000
12078;14,38;51,99;19;4976;1926;625;7,3003;711;381300
12079;14,44;52,03;39;552;807;168;3,25;151;153300
12080;14,38;51,98;18;4947;2227;675;4,8542;714;170500
12081;14,36;51,98;24;1240;513;254;4,9044;296;485000
12082;14,36;51,99;17;7214;4100;1823;3,0943;1994;174500
12083;14,34;51,99;33;3994;2721;763;5,2308;764;196900
12084;14,32;52,08;33;4244;1534;557;9,8214;595;500001
12085;14,3;52,09;30;1912;1065;388;2,1424;451;125000
12086;14,57;51,98;23;2145;1022;349;4,2037;340;125400
12087;14,59;52,04;4;6112;2088;712;5,5351;890;429000
12088;14,61;52,05;14;4026;1825;671;3,5541;769;191800
12089;14,61;52,06;52;2951;1115;397;6,7228;406;405200
12090;14,64;52,08;24;9071;4558;1327;5,542;1335;197500
12091;14,58;52,03;5;2140;990;394;6,035;420;438800
12092;14,18;51,84;9;1961;966;275;3,8125;595;96700
12093;14,61;52,1;38;2265;2899;792;2,5521;801;157500
12094;14,44;52,09;30;2658;1135;392;6,0516;382;245000
12095;14,43;52,11;13;8443;4885;1470;3,0907;1744;127200
12096;14,32;52,14;16;2498;1027;343;8,155;330;343700
12097;14,31;52,14;21;3057;1627;680;2,7083;698;84700
12098;14,61;52,03;22;2340;2226;754;2,5417;773;217500
12099;14,61;52,02;37;796;740;183;3,6;175;156400
12100;14,62;52,01;13;1642;841;368;3,6042;423;226000
12101;14,63;52,02;43;3766;1855;817;2,3468;847;119400
12102;14,54;52,03;52;1275;627;185;2,3482;218;163500
12103;14,53;52,04;19;3720;1304;607;2,6921;636;97500
12104;14,53;52,03;47;1782;1003;329;2,5398;338;105700
12105;14,51;51,91;25;2349;1266;383;4,9688;394;233100
12106;14,55;52,18;32;1896;806;299;4,5769;342;159400
12107;14,28;52,12;13;3759;1496;499;8,3818;489;377600
12108;14,2;51,94;44;2968;2269;610;2,3906;710;111700
12109;14,21;51,96;34;1656;1110;332;2,1845;328;59900
12110;14,23;51,92;12;2975;1440;593;2,9896;628;118600
12111;14,19;51,95;35;3213;2401;819;2,8342;874;256800
12112;14,19;51,94;16;2703;1106;372;4,2045;415;120900
12113;14,18;51,94;44;2490;1305;411;4,8295;430;149600
12114;14,18;51,95;36;2831;1279;660;2,9896;669;252700
12115;14,2;51,9;19;1793;1222;452;2,6862;447;195800
12116;14,54;52,09;39;1160;725;274;2,2222;259;158300
12117;14,7;52,03;26;54;23;9;6,1359;9;225000
12118;14,69;52,04;16;4065;1962;636;6,2177;661;256600
12119;14,68;52,2;18;4493;1784;725;6,7042;760;413000
12120;14,49;52,06;32;4398;1799;792;4,7375;878;431900
12121;14,64;52,1;32;1784;1472;476;1,6477;489;108900
12122;14,45;52,18;25;4458;2998;890;3,9667;922;218500
12123;14,64;52,05;22;4048;1637;541;7,3463;562;355600
12124;14,49;52,07;17;2549;1169;500;3,6694;596;209400
12125;14,49;52,08;38;2228;1697;530;1,9052;571;83400
12126;14,39;52;52;1560;670;287;1,7411;353;98400
12127;14,54;52,11;23;3792;1988;658;4,7566;624;178300
12128;14,25;52,11;14;1847;1030;309;4,9271;325;155300
12129;14,24;52,12;21;494;489;106;2,6964;127;170800
12130;14,67;52,12;40;1667;1161;384;3,1406;365;417600
12131;14,28;52,1;44;2337;1238;467;1,5156;563;75800
12132;14,28;52,09;52;2090;1219;390;4,0909;466;204200
12133;14,27;52,09;26;2867;1955;640;4,125;671;226500
12134;14,25;52,07;35;2152;902;414;4,5179;454;427200
12135;14,29;52,12;47;2852;1130;560;4,194;603;293900
12136;14,2;52,12;27;4590;2212;894;3,1753;897;85000
12137;14,12;51,88;19;9899;11272;2528;2,0244;2617;118500
12138;14,1;51,88;21;2171;1315;450;1,7105;483;52100
12139;14,59;52,09;25;2495;1071;405;4,8173;438;146600
12140;14,58;52,17;32;2355;1605;571;4,2171;583;218200
12141;14,59;52,08;4;4308;1923;932;3,9356;1095;267000
